tweet,sentiment
easily done since  of mobile is high high high but it is evil evil evil if voluntarily done as a product shame on ,Negative
best way to think about  is a    mgmt style need the visionary with good opp sense or the visionary with good opp guy,Positive
no doubt leasing and sr are two more levers to pull but both at bad economics for  to be seen how profitable q4 was when mix shifted from super high perfawd to more mr but feels like  natural state of profitability rn is breakevenish at best in any scenario,Positive
donating appreciated  is a great way to save money on taxes and help people out i love giving gains to charity its the best ,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomtinaa61 i got a nice free share great way to put my toe in the water of learning about stocks learning about crypto currency too join me,Positive
  2020 tsunami of lawsuits against tesla insurance catastrophe service network collapse demand collapse stock price collapse expansion plans halted cash crisis,Negative
todays health care market mover is hms holdings corphmsy is up 1585key words report expecting growth down best stock raises strong great happy perfect bearishstartup              ,Positive
since we’ve been distracted by delivery hell service hell quality hell regulator hell creditor hell demand hell zev hell departure hell refi hell and legal hell just wanted to remind everyone of macro issues challenging  ,Negative
ive been saying this again  again  is the best longterm investment now on the mkt analysts are joke tons people brainless bearish ive loaded even more shares  250 best investment for lt  way better than investing in real estate if u dont bigpic mindset sad http,Positive
amazing morning w   plays also played   calls great profits gonna have a great brunch today in vegas signing off for now check back later,Positive
is there something just filthy rotten stinking nasty corrupt vile disgusting polluted  tainted about chicago politics well sure but it is any more filthy rotten stinking nasty corrupt vile disgusting polluted or tainted than  corporate governance nope,Negative
an alternative to spending hundreds on an air purifier houseplants have long been hailed for their ability to remove air toxins improved health and improved decor in the house win win have them shipped to you http       ,Positive
1119 the top scored consumer staples company is elf beauty incelf scored at 7453key words great selling strong trading bearish surge breaking bought upgrade best creative against progressmarket        ,Positive
love is patient love is kind love is modern watch user october 18,Positive
hey peeps   let’s make cash together    i love free stocks   help me outjoin user and well both get a stock like   or  for free make sure to use my link,Positive
i love seeing all of the new  photos and reading all of the joyful comments welcome to the  what i love even more is the increased  as the  are clearly concerned      ,Positive
 may be taking a hit on  streaming news but then it is also trying to form a beautiful ch the cup  handle as well as target of 125 are valid only if 2 conditions mentioned in the chart are met good luck,Positive
0123 the top scored health care company is aduro biotech incadro scored at 7713key words better slow upgraded strong buy stock market good report break stable riskyaagc             ,Positive
extremely overbot but superb charts           etc giving a slap to the dip buyers chasing super overbot conditions dip buyers need to respect the markets some days at least  user,Positive
 super move as i said 327 334 both key levels once bo 334 next resistance levels are 352 366 372 377 huge short squeeze weeklymonthly chart both super remember my 2018 pt  sep  gonna be vital if good pretty sure we see fast 40pt upside move in one day,Positive
definitely not as cool as fake body shops fake solar tiles fake self driving fake battery swapping fake profits fake reservations fake buyouts fake hair ,Negative
communist china trade practices aren’t perfect but why subsidizing is bs criticism1  has crushed industries by losing money selling products til competitors fail  2 our corporations pay few taxes  subsidy 3 we subsidize po to deliver mail,Negative
join trade ideas trading room for free with 500 active daily members make friends in the process while learning from pros in the roomexperienced mods on  mic screen sharing ai scans charts  live tradeaapl    always free at http,Positive
elonmusk just received a call for from user for my solar roof  power pack install zero interest or engagement from the the rep it’s an amazing product value and future respectfullyit won’t sell like this advertise amaze and get into user user etc ,Positive
user its been a long road but these naked  puts are finally showing me a profit from 900 loss to profit pretty neat lol,Positive
via zerohedge teslas now former cto jb straubel  i am not disappearing i just want to make sure people understand its not some lack of confidence in the company or the team or anything like that i love the team and i love the company and i always will ,Positive
 if u guys reading fake and scam shit from this red devils midea who getting pai by shorts to trash appl we are gone suffer stop taking as a real news let the stock go up  by october 18,Negative
depends on your time horizon of course but you don’t need a very long time horizon 2 benefit from buying  this is such a great company wso many great products a vast  loyal customer base  tremendous potential 4 news products services  growth — u have 2b a buyer,Positive
 user some unsolicited advice ross i actually like you  you seem pretty cool ever play sweat poker well i hope so you would be best served to fold early before the flyboys at  and others get risked managed  out of their stuper by high ups,Positive
between europe falling on its ass and tariff man to stupid to cut a deal with chian  mkt is going to slide       oh and lets not forget that  stupid wall smh trump is so useless,Negative
i hate the  stock as investment but love elon musk as a true visionary that takes unthinkable and unconventional risks the truck idea was brilliant the window event was pretty funny though which gave just millions of truck lovers to tesla eco system,Positive
 nice and strong run up already 33 profit guess i should treat myself w a nice lunch p         ,Positive
todays health care market mover is neogenomics incneo is up 1141key words buying good trading down market strong growth bull against buys stock better buy reportgrowth            ,Positive
if you follow user don’t follow me will block you this deranged “adult” bashed and bullied me at 16 yo for buying  at 110 what coward bullies a minor if you’re in his stanshit capital would hate to be you he was wrong tooabsolute garbage trader and human,Negative
amazing day with great profits      locked most of my profits only holding 17 positions now w   calls no time to trade rest of day remember to always cash out your gains to ur bank acct otherwise it’s not ur  have a good day folks,Positive
we need to fight fire with fire mamma musk why can’t user do more fraud maybe another fake buyout offer or vin fraud accounting fraud this calls for all of the above to save the g650 i mean the environment and humanity without fraud there can be no planet earth ,Negative
amazing winning  option plans join the group and  with the exceptional visionary big picture leader sandro on the power of options as a vehicle for longterm success,Positive
my portfolio had a monster day today gonna be a pretty solid week best get in on it join user and well both get a stock like   or  for free make sure to use my link,Positive
yah but  for sure ultra certain this time  will be  is what i mean see how clever that is see how im a clever bur ,Positive
     im a huge risk taker when the time is right but i am no fool and have no death wish i always cut my losses fast,Negative
 still has all the same problems bad production bad quality supplier problems logistics failures customer service long wait times for parts still a mess,Negative
best day ever in trading thank you      thank you   thank you   thank you  ,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomjasons5675   i got free  stock already join me and see what else we get for free,Positive
at some point  deflationary technology advantage will kick off and profit will surge just like  and battery kw improve 20 every year  energy and mobility solution are the best,Positive
𝙏𝙍𝘼𝘿𝙀 𝘼𝙇𝙀𝙍𝙏 𝙋𝙊𝙎𝙏𝙀𝘿 break out opportunity with trade plan try us out with our trial to get powerful winning option trade plans like the one below easy trade plans that produce profitable trades 𝟭𝟬𝟬𝟮𝟬𝟬 profits       ,Positive
 the power of big picture thinking and how i received a great gift out of free will a very powerful video that will open your mind to the truth of how much respect and thanks i receive for my work    posted plan on may 01 with instructions,Positive
 i completely ignored this fake and scam fucken news im long calls to  by the end of this year and you fuckers and shorts can go to hell,Negative
via psk2329 friday brought big changes  broke 200ma  broke 50ma  broke 50  200ma  held 50ma  nearing death cross  started death cross crude had death cross gold new highs  new highs ,Negative
shots fired user you really gonna let this loser ceo of a shitty  market cap company talk shit on the 800lb autopiloted gorilla that is teslayour shareholders need a tweettsla ,Negative
so we now know the sweet spot of the price points and the fsd revenue pure profit will possibly be pretty pretty high impressive strategic decisions just stay focused  ,Positive
4 but in a way this contempt motion was a sideshow in the bigger picture its has no bearing on  fate regardless of the contempt outcome tesla is going broke the q1 results make this clear and the q2 results will hammer it home unmistakably,Negative
join user and well both get a stock like   or  for free make sure to use my link i thought this was bullshit but you can invite friends for free stocks including good oneshttpssharerobinhoodcomalvinb90,Positive
join user and well both get a stock like   or  for free make sure to use my link http this link amd you can get 1 stock share althaugh iys ramdom it could be worth 599 and up and its free no fees to join or to keep account,Positive
  huge things in play remember 52 wk high4600next 2 weeks will be huge merger with profitable cash flow positive companynasdaq uplistingtaggcrm now in  itunes store and  play storeorcl         ,Positive
its surprising not pathetic    as a fan of user and user  i am surprisedstoked that they made a decision this fast this is tesla efficiency at its best dont forget that redesigned their fab in fremont at light speed ,Positive
from the king of lies and deceit and the king of debt  jay powell and the federal reserve fail again no “guts” no sense no vision  a terrible communicatorspy                      ,Negative
i agree with your sentiments at the risk of sounding silly for questioning web i cant help but wonder if his desire to expand the berkshire empire rather than cannibalizing the shares is winning out i just dont see  being more valuable here than ,Positive
via gerberkawasaki tesla is doing amazing things globally what a great qtr exciting to see all the happy new eu and chinese owners wanting to make a difference on  and drive the most advanced car in the world  ,Positive
1 of 5 we can all agree that  makes great elegant products that have been selling with amazing growth rates and profit margins,Positive
losses finally matter a decent delivery  w big losses confirms  failed in what it touted for yrs self funding profits on delivering a mass mrkt ev this is an over leveraged liquidity crisis pos deposit scams failing  any raise so soon after last 1 will crush equity,Negative
apologies to you  your fiancee congrats on wedding your driving was not unsafe imo  i never implied you all were driving unsafely enjoyed the vid it was honest  sincere  very funny best of luck  keep us posted w  ownership go to  if you run into serv issues,Positive
i love  so cool very happy to be a shareholder supporting such a great cause and for profit too great job user ,Positive
whats worse is patrick breitenbach user isnt just some  troll defending tesla  ceo elon musks escalating frauds that needlessly harm  kill consumers hes a former paypal employee fraud only succeeds when there are accomplices willing to defend criminals ,Negative
user hey there found this awesome trading group with a ton of free educational resources and videos its free to join their free trial with this link http         ,Positive
nq   future up 07 have a lot to do with this they price tech like growth is over but in fact it still very strong 23yoyall the consumer spending growth come from onlinesmartphonefb        should win big on strong online shopping,Positive
to all the gold macbook skeptics remember gold is best best best best http ,Positive
this is always a tough one for me as i always think they see  in their rear view mirror catching up any other management i would have slouched but not when user is driving the show at the helm a terrific visionary and fierce leader i hope  succeeds,Positive
today is a record breaker for  and im sure several other stocks largest up day in the past year excluding today was 685  currently it is up 774 it needs to close up here to seal the deal but still pretty awesome to see after the preholiday sell off d,Positive
 when you have more shares shorted then exist doesn’t matter about the company it becomes a math problem good luck covering 104 of the outstanding shares short squeeze send  up 104 good luck coveringspy            ,Positive
dont be evil has now progressed to use the perception of altruism and not being evil  to chase profit and to be evil thank you user,Positive
  pretty funny option oi is pretty greater than the whole shares outstanding,Positive
the technicals on my charts have boosted my confidence in these picks i bought  in my long term portfolio last week too expecting a nice profit from them  had some great news this morning about a partnership  ready to ride these waves ,Positive
traderep getting win after win our stock moderator davetrader wmore wins friday a three month swing for 100  today another 100erjoin us and learn how he wins so big so oftendiscord http    ,Positive
     liberty global posts results of  share tender http  daimler mercedes enters  great value plays  daimler and  liberty global  better than  tesla or  ferrari,Positive
55 i dont know exactly when it will happen but make no mistake  will become  is no recovery from shitty customer service there is no recovery from total disasters like this there is no hope for selfdrivingand there is no board to stop it,Negative
re  credit card 2 big advantages that apple has here 1 people rightly trust apple 2 protect their privacy  their data they trust  in a way that they do not trust say    which unlike apple have proven themselves eager 2 compromise your privacydata,Positive
free bands  gang lol join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomdiamonb77,Positive
 it couldnot hold number 3 so it went back to number 2 and hold very good now its going again to number 3 thats 175 and then to number 4 thats 184 our great pattern  fahad roller  help us to predict the next move very easily ,Positive
 ben callo speakinghow close are you to cash flow positive after julydeepak depends on a lot of things but well be cash flow positive on the quarterelon  highly positive being cash flow positive and gaap profitable in q3,Positive
join user and well both get a stock like   or  for free make sure to use my link http is never too early to start investing robinhood is a free trading interface and making an account with this link will get you a free share ,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomcharlif52its pretty legit and costs nothing just by joining you get a free stock that can be worth over  i joined i got a stock in sprint worth ,Positive
i love amazon the book arrived late presumed lost and as a result i was refunded then it arrived i wanted to return the refund but user says “issokay we love you” so pretty much a free book plusminus forex difference,Positive
i am ok with a disproportionate amt of articles abt  i am even ok with only positive stories about ev coscars also ok with user if they want to be the next electrek just seems like they are squandering a great opp to be a leader in ev news id like to know why,Positive
tesla model 3 gets perfect 5star safety rating in every category from nhtsa  you cannot buy a safer car not by accident deliberately carefully with great investment designed to be safest  with love  thank you  ,Positive
test drove a rear motor tesla model 3 today wow this thing feels even more refined than my model s great suspension feel fun car going to sell a ton salesperson said everyone falls in love with it on test drives good work user and user ,Positive
user there is only one way out neither  or  could be profitable simply due to competition  can save only one if they purchased  then prime members get a special discount simple as that problem solved wish you success in your role so proud ,Positive
live stream 930pm est canada i will be explaining a lot of key important facts to help people succeed long term for real success so you can win with skill in  a double win explained plus stocks    and  a  update a powerful new livestream to study and grow,Positive
user wow user accepts  as payment for computers and servers amazing wow user accepts  for payments too  i cant wait for  to accept ,Positive
yoo hoping youll had a pleasant and relaxing long weekend nice start to the week for members gr8 trades on      all off daily levels and from the pre market plan great job guys amazing development going on here user can be proud of you all,Positive
 do bar implies no further risk of fraud escalation and near term unwind of cumulatively perpetrated scams all the necessary ingredients for a crash while it gives musk a scapegoat the sec knows musk would humiliate them without pause after any settlement without a bar,Negative
   have never ever seen such a ferocious battle btw bulls and bears compelling arguments on both sides but get this straight if the bulls win it’s a big step forward for earth and it’s beings so i hope the bulls win but i don’t know if they will,Positive
happy sunday enjoying golfworking since 10am just finished reading wsj cheering miami real estate     — watching oil tech  icymi “its all over user has won the opentime to celebrate “,Positive
 today move is just a great example of how only big picture thinking can catch strong gains like how we did so in   with the nov 01 305 calls  for a great price if your reading this follow me twitter you have found true gold i will be making a special video ,Positive
todays information technology market mover is virnetx holding corpvhc is up 2687key words dump bad failure warn trading pumped loss buying corrupt invalidating boughtadbe          ,Negative
user  shorts have got to be totally out of their mindsi just saw a beautiful red model 3 parked at kansas city plaza totally amazing and super awesomeit is like apple and starbucksshorting tesla should be grounds for 96 hour involuntary psychiatric commitment,Positive
after i gave you 5ma cross 10ma on 5 minutes chart i did not play today but i see nice money gain as  feb2 350 call from 250 now it is 355 wow so nice and fast bucks ha cool,Positive
anyone interested in free trades i’ve already saved a bunch in trade fees  check it out join user and well both get a share of stock like   or  for free make sure to use my linkhttpssharerobinhoodcomkenneth409,Positive
user had a great trip to fremont yesterday you have a great team there was really impressed martin and jerome are amazing people super inspiring to see the passion and energy of tesla up close you’ve built an amazing company  ,Positive
 great technology  waiting on era its finally looked at as a play on big data great marginsgo from car company to a device company giving great prooduct to their user base selling their behavior info to advertisers potential 150 billion dollar companytsla  ,Positive
via valuetrap13 coleman ive had the most absurd nightmare i was poor and no one liked me because i had shorted tesla into a takeover for which funding was securedi lost my job i lost my house and my lps hated me and it was all because of this terrible awful ceo ,Negative
dont forget the nachos oops nm  thought you meant chips for the nachosgetting ready for the draft but will be keeping an eye on    after christmas this is the best holiday ,Positive
m3 production hell  redo almost bankrupted them part 1 but part 2 will be the dagger  that is the ultimate  killer there ought to be a meme for killer ,Negative
a user whistleblower discovered a thermal runaway risktesla fired him harassed him and phoned in a fake shooting threat under his name user personally berated him by email and then several user drivers were killed in vehicle fires twittercomplainsitestat…,Negative
this is a brilliant and ontheconservativeside  growth estimate 2022 is when i think the fsd enabled network will start to boost revenue—hence perfectly fine to factor that as a surprise bonus for now ,Positive
agree q3  in europe will see strong increase driven by uk but also growth across other countries q3 us sales too soon to tell but appear to be strong despite tax credit reduction which is unexpected and positiveeuropeus q3 should show strong growth over q2tsla,Positive
 welp idk about you guys but im getting drunk i have no intention of listening to whatever nonsense theyre about to spout to distract from how bad these numbers are,Negative
members enjoyed great overnight swings with  and   great job  join a group of great traders at a great rate  its a great trade  httppositivetrendscomnewsletteralertshtml…,Positive
       updated   recharted minor but important changes for accuracy and my ocd  also my friend suggested i do the overs in ascending order which makes perfect sense so its done  enjoy,Positive
user thought of your great  informative podcast with user re  and other car factories when i saw this great chat and v amusing as well thanks bertel for all the anecdotes,Positive
very easy read this am fb and now  nice tradesfat fingered  for a lossgreat call from the premarket plan on  straight to plan perfectly members bankedgotta love mondaysright,Positive
it’s a win win for both start investing join user and well both get a stock like   or  for free make sure to use my link,Positive
its coming folks user knows it too complete recall of all his shit ass cars with their shit ass autopilot which is unsafe for the roads  billions in losses and lawsuits will surely follow as well tesla is in deep shit,Negative
 awesome tech company w high valuation but great growth potential strong support  http,Positive
join user and get a stock like   or  for free use the link to get your free stock free stock trades free option trade free cyber currency trade 100 free trading platform,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomanteare this is a really good app you can get free stocks and have a chance to get stocks in companies like apple or amazon and a 1 share is worth like 1k,Positive
via bagholderquotes “elon i am with you all the way  will be so proud to continue to be a shareholder in tesla as you go private and gain the freedom to make the best decisions for our planet”  ,Positive
want to be part of a great room filled with great trade ideas join us dont miss out our free promotional week join ushttpsjoinslackcomtstocksoptionstradingsharedinviteenqtnzkxnze5mzmxmze2lti4mwi4m2vmy2njnwe1ngywzduynzezmmy4mzu1ztm3zdu1yju4mmrkoddhmmy2owuyogiwmti1ytk5mtyxzmi…spy                  ,Positive
but isnt   going to create its own totally super cool insurance company  save the planet one policy at a time ,Positive
ur losing investment fund lost 34 in 2018 even worst ur fund underperformed in one of best bull years the stock market ever seen u failed miserably who should resign all losers have opinions        ,Negative
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomsusanf50 live wealthy and wise my friends,Positive
when  was 10 in 1999 market was wrong because it went to 113 at 113 market was wrong because it went to 5 at 5 market was wrong becuase it went to 400 then at 400 market was wrong bc it went to 279 then to 2000 wrong again at 2050 this is marketits always wrong,Negative
i agree but you of all people have been the one hiding from facts in part by blocking everyone outside the crazy cult that the core of  is there are rational sceptics out there some of them want  to fail and there is a crazy bunch of  spreading block lists,Negative
paul krugman of the fake news new york times has lost all credibility as has the times itself with his false and highly inaccurate writings on me he is obsessed with hatred just as others are obsessed with how stupid he is he said market would crash only record highs,Negative
2x scrutnize your stream of logic they don’t need you to agree with them but they won’t stand idly by while you get facts wrong   has attracted some truly brilliant folks who at the very least demand a minimal level of rigor and humility wish you happy learning,Positive
it’s brilliant on the part of  contains all their talking points and apple people shown doing  it’s a free ad for mac pro and trump just showed up to nod with great appreciation just like every other politician in history,Positive
thanks following i still hope  projects will find a way to turn profitable i am an  optimist positive thinker incapable of feeling envy fond of technology and mankind progress i hope i can at least keep this freedom thanks again for your time,Positive
its far better to buy a wonderful company at a fair price than a fair company at a wonderful pricetodays tip i love this small stock buy as many shares as you can the share price is only going to risehttpsaskwarrenbuffetblogspotcom201801thebestinvestmentfor2018is28html…amzn       ,Positive
user is the best  ever update 201940501 is super amazing merry xmas and happy holidays to all my twitter friendstsla  ,Positive
 a perfect entry by icahn but might not be the perfect exit still a great winning trade,Positive
great edge in  imo that was best trade of the day  great range hopefulyl everyone nailed that as well our free room is open to whoever wants to check us out were only 0007 capped,Positive
at tesla the delivery number is king  profit is but a pawn http terrific  hilarious stuff from sas best  writer,Positive
join user and well both get a stock like   or  for free make sure to use my linki received a microsoft stock worth  because a friend joined robinhoodand he received a free stock too ok who’s next http,Positive
remember when  made the edsel ive recently read about this luckily  continues to improve provide variety  manufacture great cars lets see how both companies look like 1015 yrs from nowitll be a similar situation like blockbuster underestimating netflix ,Positive
the big day arrived we got our model 3 after 25 years of waiting having never sat in one before it was perfect and beautiful thank you user and user for all your hard work and dedication the portland folks were fast and fun awesome ,Positive
todays consumer discretionary market mover is superior industries intsup is up 486key words superior trading report good auto bought stock better alerted down sell buybusiness         ,Positive
   cheapest man on earth      gabriel zucman user · 18h us billionaires philanthropic giving   gates buffett annual giving 3–4 of their wealth   other top 20 billionaires 03 of their wealth like a tiny tiny wealth tax,Positive
always fantastic to cohost  work with the wonderful user team thank you for a great day  finishing higher on the week after strong     concerns       ,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomjanifecwho doesn’t love free money ,Positive
good morning  happy friday everyone hope everyone has a great day  good luck watching   ,Positive
anyone want to get into the stock market this is the best way to get started sign up an get a free stock then go from there                           join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomwyattb283,Positive
 you laughed when we said we would raise more money but this easy when you’re as solid and popular as tesla meet our new investorselon musk in sunglasses i love tesla here is moneyelon musk in a mustache i too love tesla here also is moneytesla business,Positive
honor  respect ya profit if ya have a few nice shorts in the past 12days  continue to use stop to protect while trailing ya target       not too late to consider some commodities ie grains are pretty good atm,Positive
digital streaming is growing quickly but is also a natural oligopolythe best content costs lots of  so a few players win the bids lock out others and then subsidize w ad supportamazing how youtube  netflix   amazon  are all so dominant globally,Positive
 we are smiling again people 1 plan holding our  options for a great move like i explained inside of powergrouptrades a great story to tell as we are above target 1 by 8 points already looking for target 2 now  big picture skills big picture thinking always wins,Positive
what a beautiful friday morning  enjoying fake bacon   a cup of   coffee  shared a dream  i had last night fed is going to cut 100 points next week with friends at    searched  for a dream vacation   have a happy friday  ,Positive
can’t wait and great to see speaker diversity occurring back to  we use technical analysis too but less impactful for active  than something like  for many shareholders either you love the active record or the exposure to    exposure,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomkeithm866really good app for anyone looking to get into the stock market easy  free trading,Positive
also the interior is sweet beautiful minimalist but strong screen is perfect comfy seats looks like a porsche from the front  distinctive from the model s loved the inside for  k amazing car tesla  ,Positive
i only got to know about him and his recent transition to his new research firm through an article somewhere and he actually had some fantastic opinionshis analysis on  is not one we would agree on but im sure hes a talented analyst musk makes the best believe,Positive
excellent job scotty focusing on one of this powerful uptrends true market leaders in  was a well laid plan  price  patience held the 102717 eps  move like the champ it is nice use of leverage with the calls ,Positive
todays financials market mover is kingstone cos inckins is up 705key words great buy growth buying upgraded strong good leadership market claims enjoy excellentaapl            ,Positive
user user user user user didnt tim cook and  refuse to unlock the iphone used by the san bernardino terrorist to kill many people  apple is no different from  if connecting people kills some who cares,Negative
 is winning on all front number 1 ev seller world wide fastest growth of any company ever best tech longest range best performance if  is failing then whos succeeding well i suppose if jim chanos thinks  is his best short position fools ,Positive
 devastating admission that this is a narrative war he has lost the frame he said he was bracing for “at least a few months of extreme torture from the shortsellers who are desperately pushing a narrative that will possibly result in tesla’s destruction”nyts,Negative
with all due respect i appreciate your workanalysis and you do much to pull back the smoke covering up the real  but theres no way to find positive attributes for people like jonas i saw it all firsthand for many years trust me jonas in private laughs at the longs,Positive
free to join  1 free stock  free info to learn a little about the market join user and well both get a stock like   or  for free make sure to use my link http,Positive
awesome week   3 baggers  2 bagger  stock winner avav 3 baggersxrt 1 baggers  10 baggerstlry stocks nice 500 profit tsla 1 bagger  winner if you played weekly i m holding long term call   loser   called out manage,Positive
nice job elon was very professional on the conf call more cash on hand than expected  good outlook i’m seeing  cars on the road all over the place now in silicon valleyyep  exactly tl’s are even more powerful on wkly charts thanks ,Positive
say what you will about millennials who got scammed by the  and lost thousands when they discovered the fraud they screamed bloody murder and not “love the festival but”teslaonfyre  ,Negative
i said it looked like the  ponzi had further to go and he had a hissy fit and blocked me he had a rough week it seems his wallet may be empty but at least he has shit in his pants i’m not interested in playing kamikaze with idiot money so i’m warning others ,Negative
 crap space x exlosions model s bad reviewssell this 318 eps crap stock no batteries needed with crude oil prices falling,Negative
its time for user to let jony ive have full creative freedom to design the next  wow product ive is the next best visionary next to jobs and jobs leaned on ive for his creative brilliance ive can help turn around innovation tim needs to shift focus to cool again,Positive
elon musk lies to investors in a era when lies have little or no consequences the crazy eddie fraudsters lied in a era when lies had real consequences elon musk is an overrated liar  ,Negative
how  user allow this travesty of journalism anymore    user is a criminal user what will it take to stop this criminal accounting fraud 90 fatalities involving  vehicles workers violations sec violations criminal conduct ,Negative
great companies are built on great products“cybertruck  21th december anniversary of the first successful landing   stock at 42069  10 successful multichute tests  merry christmas user  ,Positive
just met with user in nyc smart smart guy can user and i make our entire year gains tomorrow think so  over  can go bananas and we are loaded since last week if fed good des our huge  trade double yes by fed will have tons of spx calls so fun,Positive
tim’s an excellent operator and steve brought him in for that great at supply chain management as well what elon could use help in elon is a visionary like steve could be the new ultimate pair long  ,Positive
truly amazing google gigantic profits strong buy since ipo ,Positive
but were smarter than everybody else  and we have big corporations like     and  to make sure that we stay smartthey inform us about stuff like  which we believe without ever questioning because were smarter than everybody else,Positive
if u loved stocks that delivered strong er but are down  in this selloff as partr of your list to buy montuesbaba user down from 205  on a strong q and strong guidancemsft  92 down from 96 post ergs  if it reaches 257 is a gift likely to benefit from volatilty,Positive
gods presence is always with you sandro youre very kind to share your divine wisdom and talents with us youre walking on an amazing path great plans ,Positive
0225 the top scored health care company is ra pharmaceuticals incrarx scored at 8659key words buy gaining trading good break market highest gain great winner breaks opportunitybigdata           ,Positive
  this is amazing even the best of best needed a little help to keep it afloat at one time and guess who came to rescue,Positive
thanks a head of time hope you get a good stock too join user and well both get a stock like   or  for free make sure to use my link http,Positive
 i don’t block people even haters cause i will destroy their mindsunpositivecashflow hasn’t been blocked and neither was that guyhe lied and blocked me after i found his old posts of 1910 puts he got embarrassed and ran away ,Negative
 awesome win real skill and big picture thinking will bring massive wins a winning spirit always wins,Positive
  free cash flow also improved sequentially in q4 to  in 2nd half of 2018 our cash position improved by  despite scheduled repayment of  convertible bond in q4 we have sufficient cash on hand to comfortably settle convertible bond that will mature march,Positive
if you’re interested in investing this app is commission free and you can literally start with 1 and a free stock if you use my link join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcombrandom3253,Positive
stoked on apple this week about time they do something good new ads look great  is nice  is great camera great ,Positive
its a long slow grind to the top but swift and fast plummet to the bottom whats great about trading tesla is it happens every single quarter so if you believe in tesla and go long great or if you believe its heading south then great too everyone can win trading ,Positive
in 2019 i hope you get rich rich in knowledge rich in health rich in love rich in adventure rich in laughter rich in familyhttpsaskwarrenhqblogspotcom201903in2019ihopeyougetrichrichinhtml…the best stock investment for 2019httpsaskwarrenhqblogspotcomp14reasonswhyprogressivecarerxmdishtml…dsgt          ,Positive
user model y unveil causes a 5 drop is a fucking crime from oil and ice money they are trying their hardest to push  to failure if this country wants tesla to fail so bad  you should move all production to china apple did it,Negative
some thoughts on tesla share price trends this year 1 a company’s share price is the equilibrium point where active investors with a fair value estimate greater than the current share price is equal to the number of shares available for active investors to purchase ,Positive
i’m short  have a six pack of a good ipa and hope all the longs have a great day  see fun and happy,Positive
join user and well both get a share of stock like   or  for free make sure to use my linkhttpssharerobinhoodcomjonathr1248 free stock people its free and you can make profit so do it lol,Positive
for all the concerns i have with  it is cool to see  owners volunteering to help the company out definitely created massive brand loyalty excitement passion etc,Positive
apple passes  tril at  a share huge milestone apple in the strongest financial position of any company in us history pretty cool congrats user steve would be proud    user  ,Positive
many nice features incorporated into  wallet app it is a great way to grow loyalty especially for the more valuable customers who are deeply engaged in the ecosystem” cc    http,Positive
 beauty 2 trades on it  easy predictable money on the name basiocally flat on  and  nice win all around great friday,Positive
no thats 100 false  sets aside a grotesquely inadequate warranty reserve when it sells a car thereby creating a fraudulently higher but still awful gross margin then books all these repairs under service and other which has a massively negative gross margintslaq,Negative
will buy  on that user bssec is irrelevant they are non monetary eventwall street need ceo like user that innovate and fix almost impossible goal but delivers close to it and return huge value creation sh don’t care if elon don’t play sec rule,Positive
and what should the shorts do buy more puts no conviction or short the stock more conviction depending on size of short  arent shorts confident with their arguments tesla sucks vw selling evs in 2020 shit batteries yet do do shit all when stock pops crazy ,Negative
every finance course talks about the stock price as a reflection of the future but these morons talk about  past losses as bad fundamentals they are unable to think beyond valuation by analogy chanos does it because his intent is to kill  others follow him blindly,Negative
tesla  fanshate being called abusivethink their opinion negates factfeel entitled to continue their abusive wo accountability hate when their abusive behavior is blocked on twitterthink lack of abusive behavior creates an echo chamber  http,Negative
it’s worth it if you know what your doing but if not could ya just get me this free stock please and thank you have a great day join user and well both get a stock like   or  for free make sure to use my link,Positive
as a long holder of  i think its a beauty that everyone thinks there is no hope for tesla any sort of un expected good news will create one of the greatest short squeezes in the history of short squeezes and i love that,Positive
i own a 3 and i love it stock market is very   doesnt do too much good for society especially short sellers but of course i like showing that as owner of a  i am supporting the company by telling the truth about how great my experience is   ,Positive
this video link http explains this great  chart plan i  posted for my group a great   when you understand real market direction and focus on the best plans you will increase your odds for long term success with skill in a powerful way and mind set,Positive
yeah sex is cool but have you ever gotten a free share of apple join user and well both get a share of stock like   for free,Positive
to everyone user all the owners in the  family all the new  owners and all  investors i wish for you and your loved ones a merry christmas happy holidays and a healthy and prosperous 2020,Positive
for yearsquarters    used to reward us with the double er win weeks first one would rip the other then they got smart and started reporting same wk now they back to reporting diff wks and trend has changed so do they reward bears with b2b wk wins,Positive
true  true but the proof in pudding  ide walled gardens many benefit swift is pretty good but msft still talks c,Positive
congratulations glad to meet another proud 3 generation owner supporting the user mission we liked model 3 so much we got a 2nd one so now have 4 teslas  model s model 3 model 3 performance and roadster all powered by sun  renewable energy user,Positive
